,個人番号
2484,15047
2485,6000922
2486,5006
2487,29837
2488,18295
2489,3800
2490,5991
2491,356698
2492,353065
2493,38333
2494,17324
2495,15210
2496,17632
2497,405972
2498,21138
2499,9799
2500,318521
2501,406958
2502,50302
2503,9002207
2504,8763
2505,22047
2506,6530
2507,48805
2508,9073257
2509,35291
2510,132290
2511,20719
2512,129932
2513,5996
2514,41435
2515,18794
2516,2387
2517,45043
2518,1683
2519,309970
2520,131128
2521,351937
2522,28948
2523,112292
2524,100081
2525,16300
2526,30480
2527,315568
2528,55048
2529,29289
2530,16424
2531,21608
2532,339810
2533,6045
2534,13366
2535,13247
2536,7373
2537,406463
2538,13688
2539,409967
2540,23995
2541,38122
2542,55304
2543,28149
2544,129775
2545,13100
2546,52893
2547,28595
2548,28276
2549,44007
2550,300693
2551,13479
2552,9651
2553,121418
2554,2112
2555,316548
2556,4494
2557,23930
2558,138107
2559,346462
2560,20587
2561,352530
2562,12760
2563,37618
2564,23195
2565,35130
2566,4910
2567,16646
2568,44233
2569,22469
2570,55026
2571,21316
2572,9010034
2573,404882
2574,22301
2575,30464
2576,29580
2577,37417
2578,112383
2579,9204
2580,13017417
2581,11540
2582,42417
2583,41704
2584,53137
2585,46001
2586,10670
2587,306555
2588,406964
2589,16230
2590,3380
2591,41872
2592,5630
2593,107110
2594,7697
2595,151134
2596,303955
2597,25620
2598,9236
2599,21962
2600,15608
2601,151381
2602,24465
2603,2767
2604,409649
2605,21838
2606,312282
2607,26524
2608,374639
2609,6604
2610,130294
2611,22553
2612,42875
2613,405887
2614,121749
2615,1736
2616,407612
2617,410098
2618,368263
2619,49884
2620,151415
2621,16195
2622,343369
2623,10439
2624,407474
2625,11084
2626,301326
2627,410758
2628,117887
2629,36672
2630,122044
2631,331604
2632,400601
2633,355116
2634,9075280
2635,17663
2636,10892
2637,38124
2638,30519
2639,14262
2640,128611
2641,38556
2642,8898
2643,6005771
2644,25632
2645,19188
2646,29707
2647,349207
2648,54252
2649,54295
2650,3600
2651,9073029
2652,96
2653,51265
2654,328009
2655,22313
2656,21389
2657,11149
2658,129445
2659,143164
2660,38426
2661,37487
2662,24405
2663,29448
2664,21833
2665,30856
2666,50533
2667,26947
2668,5119
2669,123919
2670,410430
2671,18795
2672,51596
2673,15667
2674,403329
2675,102236
2676,25381
2677,358452
2678,53388
2679,16738
2680,347302
2681,24553
2682,319550
2683,7954
2684,24629
2685,17522
2686,400171
2687,40842
2688,2931
2689,43814
2690,372837
2691,409
2692,20859
2693,17819
2694,27464
2695,100552
2696,6557
2697,409656
2698,19309
2699,13428
2700,151555
2701,13504
2702,43726
2703,29332
2704,14671
2705,28497
2706,24258
2707,151373
2708,107813
2709,146290
2710,22886
2711,53349
2712,37309
2713,111823
2714,300802
2715,1036
2716,21678
2717,22934
2718,5707
2719,11710
2720,28523
2721,15660
2722,408404
2723,9031
2724,683
2725,38289
2726,45744
2727,16544
2728,5280
2729,347284
2730,29509
2731,17282
2732,24309
2733,328770
2734,44311
2735,151431
2736,35569
2737,20731
2738,403435
2739,6009981
2740,120899
2741,369309
2742,6676
2743,18876
2744,17493
2745,12742
2746,6382
2747,401205
2748,35414
2749,19702
2750,3282
2751,405521
2752,43200
2753,404941
2754,347995
2755,141648
2756,3497
2757,118141
2758,35950
2759,27983
2760,20243
2761,410348
2762,7719
2763,38149
2764,2100
2765,124222
2766,28865
2767,17740
2768,43284
2769,36699
2770,9008688
2771,41417
2772,36673
2773,35268
2774,23330
2775,15167
2776,373672
2777,15830
2778,19736
2779,7526
2780,2479
2781,9075962
2782,351639
2783,100636
2784,140335
2785,14743
2786,344600
2787,8560
2788,24736
2789,18646
2790,9014235
2791,21630
2792,111831
2793,335208
2794,11207
2795,26319
2796,115691
2797,27402
2798,41530
2799,39613
2800,39133
2801,27337
2802,408284
2803,20511
2804,120279
2805,100628
2806,22311
2807,25392
2808,349578
2809,23090
2810,637
2811,326001
2812,5342
2813,9012144
2814,42934
2815,360045
2816,129510
2817,20871
2818,313602
2819,38712
2820,6011
2821,6006140
2822,43636
2823,41095
2824,9007136
2825,401899
2826,12500
2827,13017425
2828,21887
2829,1547
2830,101790
2831,35769
2832,400187
2833,20627
2834,131748
2835,363861
2836,52651
2837,311964
2838,35413
2839,40855
2840,183
2841,16439
2842,341660
2843,350209
2844,14862
2845,8038
2846,21019
2847,207464
2848,53675
2849,14771
2850,117663
2851,28115
2852,113514
2853,22898
2854,4190
2855,38319
2856,18207
2857,48840
2858,141655
2859,1966
2860,13023158
2861,311757
2862,42130
2863,118539
2864,7062
2865,7238
2866,2689
2867,2042
2868,28277
2869,24856
2870,19289
2871,14941
2872,53337
2873,46262
2874,315349
2875,21015
2876,133736
2877,27126
2878,39232
2879,359468
2880,402377
2881,16530
2882,344076
2883,51822
2884,45594
2885,26638
2886,134635
2887,20218
2888,27811
2889,4560
2890,20854
2891,3127
2892,410850
2893,30192
2894,26393
2895,10244
2896,350933
2897,24839
2898,24584
2899,11906
2900,402523
2901,8494
2902,38427
2903,16575
2904,333637
2905,12517
2906,48702
2907,19574
2908,127464
2909,404427
2910,46228
2911,35805
2912,40477
2913,3210
2914,20619
2915,7525
2916,349402
2917,28674
2918,42388
2919,41926
2920,35106
2921,121996
2922,406566
2923,16676
2924,49002
2925,6787
2926,351792
2927,39942
2928,16263
2929,12357
2930,148080
2931,202622
2932,13019819
2933,28390
2934,13004200
2935,35650
2936,324351
2937,3206
2938,15958
2939,36078
2940,23912
2941,53442
2942,8147
2943,403652
2944,23328
2945,13655
2946,406419
2947,11896
2948,28798
2949,48672
2950,14495
2951,10172
2952,27312
2953,151340
2954,4888
2955,21827
2956,19532
2957,15720
2958,9012917
2959,7841
2960,348343
2961,10506
2962,408302
2963,4308
2964,49284
2965,42497
2966,46847
2967,403929
2968,14082
2969,149781
2970,128124
2971,327601
2972,44615
2973,344787
2974,5263
2975,39132
2976,4523
2977,104885
2978,407965
2979,361682
2980,106484
2981,330879
2982,10783
2983,48707
2984,148403
2985,4069
2986,8620
2987,9011622
2988,150045
2989,11843
2990,358397
2991,9012027
2992,134056
2993,12480
2994,2245
2995,29322
2996,21774
2997,12075
2998,333996
2999,150037
3000,11740
3001,10685
3002,404404
3003,304248
3004,36648
3005,13015171
3006,406590
3007,16507
3008,28056
3009,5118690
3010,405200
3011,5091
3012,40865
3013,19809
3014,4564
3015,332311
3016,29303
3017,4915
3018,309738
3019,5803
3020,308928
3021,21301
3022,38148
3023,26720
3024,2860
3025,1825
3026,345913
3027,124156
3028,13984
3029,408307
3030,6000449
3031,303013
3032,6000633
3033,368159
3034,126706
3035,16566
3036,203992
3037,27901
3038,45077
3039,12709
3040,309441
3041,101410
3042,7274
3043,21505
3044,29813
3045,117994
3046,401581
3047,18597
3048,19541
3049,41651
3050,119131
3051,36215
3052,52358
3053,13019517
3054,17325
3055,21665
3056,6729
3057,36959
3058,11176
3059,36509
3060,22819
3061,20219
3062,28204
3063,21755
3064,4722
3065,25871
3066,54407
3067,29164
3068,7976
3069,1563
3070,5493
3071,361694
3072,356583
3073,22506
3074,315337
3075,20781
3076,400757
3077,355542
3078,28700
3079,127357
3080,5019
3081,349384
3082,12571
3083,317334
3084,27231
3085,3108
3086,18952
3087,30601
3088,42106
3089,1742
3090,22132
3091,29163
3092,410607
3093,341634
3094,22067
3095,39165
3096,38672
3097,337242
3098,347016
3099,201319
3100,338921
3101,11931
3102,400710
3103,410000
3104,35604
3105,119438
3106,140715
3107,14663
3108,27236
3109,53265
3110,148338
3111,8100
3112,17790
3113,2346
3114,21446
3115,4552
3116,150888
3117,211904
3118,17633
3119,37616
3120,201673
3121,349086
3122,101634
3123,24993
3124,5668
3125,26750
3126,48356
3127,403784
3128,11610
3129,407405
3130,14578
3131,404867
3132,9421
3133,27090
3134,19213
3135,409743
3136,312099
3137,28488
3138,48509
3139,42398
3140,37580
3141,316299
3142,28736
3143,3783
3144,128603
3145,346772
3146,25508
3147,346097
3148,27773
3149,9004822
3150,46495
3151,130302
3152,13567
3153,401683
3154,334319
3155,9075488
3156,9012098
3157,10438
3158,38380
3159,49530
3160,26784
3161,27939
3162,17011
3163,5994
3164,35995
3165,2838
3166,30591
3167,54189
3168,28639
3169,961
3170,2869
3171,42612
3172,53087
3173,42081
3174,374550
3175,328356
3176,28899
3177,28732
3178,323012
3179,404392
3180,40622
3181,45372
3182,8962
3183,365742
3184,325690
3185,43136
3186,15479
3187,9471
3188,26920
3189,18432
3190,3183
3191,45988
3192,346929
3193,39379
3194,24699
3195,37979
3196,305241
3197,21152
3198,114900
3199,26125
3200,10945
3201,370786
3202,18530
3203,25401
3204,11598
3205,27742
3206,304
3207,18756
3208,3347
3209,152744
3210,14219
3211,44103
3212,22043
3213,29232
3214,1678
3215,8844
3216,119750
3217,51745
3218,4996
3219,37589
3220,335841
3221,15268
3222,19510
3223,160184
3224,402458
3225,19925
3226,213264
3227,37807
3228,28665
3229,4252
3230,18691
3231,7836
3232,364178
3233,345901
3234,13019924
3235,12198
3236,35302
3237,7333
3238,27300
3239,6009642
3240,138347
3241,28614
3242,6245
3243,19751
3244,403437
3245,349414
3246,20090
3247,20060
3248,9983
3249,7027
3250,21696
3251,19231
3252,16603
3253,348630
3254,39291
3255,35375
3256,15645
3257,3673
3258,11204
3259,24924
3260,111435
3261,36664
3262,120568
3263,358427
3264,22204
3265,13010854
3266,40339
3267,15814
3268,38673
3269,138479
3270,49570
3271,9311
3272,35990
3273,15349
3274,6697
3275,42223
3276,102038
3277,401976
3278,924
3279,19232
3280,3704
3281,7243
3282,3148
3283,10663
3284,19724
3285,113829
3286,6312
3287,139287
3288,21438
3289,26039
3290,11970
3291,2021
3292,337357
3293,40756
3294,332116
3295,12171
3296,27519
3297,23844
3298,22010
3299,16277
3300,27330
3301,112847
3302,13018677
3303,321556
3304,333807
3305,9147
3306,141861
3307,9532
3308,3645
3309,18944
3310,25354
3311,14633
3312,30112
3313,35023
3314,363034
3315,17551
3316,36998
3317,19252
3318,28655
3319,408351
3320,329622
3321,315830
3322,39522
3323,16808
3324,40945
3325,27513
3326,20882
3327,4965
3328,116582
3329,21116
3330,16163
3331,23562
3332,27547
3333,41656
3334,104117
3335,29982
3336,49031
3337,28391
3338,324004
3339,135905
3340,24714
3341,352670
3342,6004
3343,727
3344,137
3345,49449
3346,2733
3347,11657
3348,19997
3349,25016
3350,23141
3351,37426
3352,1555
3353,29026
3354,352700
3355,409231
3356,13008345
3357,359018
3358,19572
3359,9011731
3360,102
3361,48317
3362,53922
3363,362881
3364,109413
3365,16443
3366,35174
3367,361918
3368,125880
3369,408574
3370,352747
3371,409931
3372,21124
3373,8510
3374,21390
3375,13889
3376,22287
3377,19762
3378,373994
3379,9011240
3380,52605
3381,23776
3382,308394
3383,29429
3384,329956
3385,8019
3386,351081
3387,20648
3388,51595
3389,36473
3390,349700
3391,10257
3392,2739
3393,37668
3394,5367
3395,8495
3396,501
3397,13010862
3398,2257
3399,349852
3400,130641
3401,4708
3402,9007341
3403,3649
3404,18696
3405,22340
3406,5
3407,9010013
3408,8541
3409,30501
3410,28439
3411,311230
3412,1720
3413,18684
3414,13015
3415,23116
3416,1694
3417,42828
3418,2905
3419,36294
3420,1704
3421,7861
3422,326748
3423,401864
3424,25250
3425,12996
3426,407321
3427,9123
3428,20566
3429,354690
3430,41156
3431,24934
3432,36816
3433,102046
3434,347983
3435,24649
3436,21839
3437,402917
3438,13770
3439,29844
3440,21286
3441,36153
3442,440
3443,8358786
3444,28924
3445,141374
3446,24944
3447,409015
3448,37891
3449,22042
3450,21394
3451,7069
3452,16545
3453,41773
3454,1121
3455,5558
3456,30901
3457,38957
3458,29717
3459,410103
3460,407854
3461,27585
3462,35394
3463,17001
3464,401565
3465,107128
3466,13654
3467,9011235
3468,17547
3469,10243
3470,124826
3471,407800
3472,2105
3473,3298
3474,400125
3475,403896
3476,200139
3477,4168
3478,40572
3479,36445
3480,8631
3481,18330
3482,55315
3483,106930
3484,112250
3485,123216
3486,25055
3487,103
3488,12955
3489,4991
3490,46813
3491,54267
3492,361773
3493,10763
3494,24272
3495,137547
3496,401496
3497,16294
3498,344611
3499,130252
3500,405199
3501,206102
3502,351603
3503,35337
3504,403560
3505,15770
3506,6376
3507,21385
3508,200360
3509,4180
3510,24654
3511,24242
3512,26330
3513,7571
3514,22031
3515,401547
3516,16325
3517,334824
3518,52272
3519,402864
3520,20391
3521,39328
3522,123786
3523,15327
3524,26111
3525,11503
3526,403318
3527,9012921
3528,21130
3529,9003850
3530,6388
3531,18181
3532,13866
3533,10595
3534,19653
3535,358737
3536,21699
3537,10356
3538,407187
3539,38538
3540,26158
3541,23618
3542,23633
3543,37161
3544,14684
3545,21990
3546,53933
3547,35696
3548,13734
3549,6000149
3550,1333
3551,20522
3552,25947
3553,48933
3554,14392
3555,4561
3556,12489
3557,309489
3558,29441
3559,15126
3560,9508
3561,51248
3562,10122
3563,119289
3564,9709
3565,316445
3566,22534
3567,20843
3568,11292
3569,21455
3570,11627
3571,7590
3572,54418
3573,12345
3574,23834
3575,39451
3576,24402
3577,409117
3578,10425
3579,43235
3580,152280
3581,317784
3582,19939
3583,24259
3584,10364
3585,16173
3586,12540
3587,6005247
3588,16132
3589,37465
3590,27633
3591,304741
3592,6010932
3593,36507
3594,12218
3595,14949
3596,370397
3597,22351
3598,12961
3599,24426
3600,4732
3601,22399
3602,27682
3603,11348
3604,353004
3605,104513
3606,29517
3607,5936
3608,140137
3609,27654
3610,13024634
3611,37854
3612,12104
3613,17206
3614,2536
3615,319136
3616,11260
3617,322196
3618,7779
3619,5794
3620,120733
3621,37317
3622,405475
3623,3063
3624,26535
3625,24306
3626,14207
3627,35225
3628,9000099
3629,20787
3630,507
3631,18848
3632,16551
3633,1797
3634,359365
3635,409419
3636,410704
3637,24347
3638,4748
3639,45740
3640,12657
3641,407861
3642,43881
3643,10729
3644,44001
3645,18811
3646,12708
3647,25459
3648,1601
3649,358609
3650,345627
3651,45285
3652,30352
3653,9012464
3654,51516
3655,326980
3656,403989
3657,39263
3658,5852
3659,29278
3660,143966
3661,30688
3662,27860
3663,25509
3664,9010282
3665,407176
3666,30249
3667,6823
3668,27002
3669,314709
3670,19680
3671,140442
3672,407478
3673,17832
3674,22137
3675,316640
3676,41016
3677,36350
3678,30323
3679,50649
3680,24221
3681,406118
3682,51753
3683,18187
3684,26806
3685,27326
3686,41571
3687,38037
3688,13271
3689,55311
3690,53096
3691,37990
3692,46467
3693,37251
3694,17535
3695,114322
3696,8265
3697,150375
3698,14057
3699,124313
3700,334502
3701,201517
3702,47346
3703,24968
3704,119339
3705,43112
3706,27698
3707,52121
3708,7123
3709,144139
3710,9319
3711,1318
3712,14236
3713,410817
3714,45226
3715,41780
3716,10109
3717,347867
3718,19862
3719,126821
3720,54961
3721,11754
3722,6005
3723,27050
3724,8209
3725,145771
3726,2623
3727,351780
3728,9087
3729,344258
3730,25685
3731,20777
3732,25520
3733,53689
3734,30211
3735,24334
3736,2957
3737,9160
3738,406176
3739,12798
3740,35965
3741,350600
3742,25582
3743,9013344
3744,2871
3745,9012501
3746,15677
3747,337102
3748,21983
3749,6120
3750,23749
3751,401780
3752,36040
3753,14430
3754,12060
3755,149161
3756,16613
3757,18604
3758,109934
3759,21538
3760,101345
3761,2820
3762,26387
3763,408732
3764,47537
3765,12840
3766,6004375
3767,1756
3768,1070
3769,353764
3770,53835
3771,20334
3772,7923
3773,7175
3774,29062
3775,6681
3776,335828
3777,52066
3778,23646
3779,28564
3780,35
3781,940
3782,7124
3783,35202
3784,27749
3785,115022
3786,13851
3787,349803
3788,7011
3789,44242
3790,25426
3791,321568
3792,114991
3793,36613
3794,6910
3795,23576
3796,48392
3797,145268
3798,39247
3799,22498
3800,121715
3801,28971
3802,21342
3803,22138
3804,45508
3805,408988
3806,24223
3807,24308
3808,14846
3809,14049
3810,24561
3811,114769
3812,11640
3813,51327
3814,301983
3815,347715
3816,401898
3817,18877
3818,13089
3819,20666
3820,123109
3821,21169
3822,22176
3823,27387
3824,15314
3825,24229
3826,46159
3827,24619
3828,5470
3829,410956
3830,37824
3831,42148
3832,36651
3833,40456
3834,6108
3835,4417
3836,40212
3837,9409
3838,21714
3839,27706
3840,10590
3841,15478
3842,20702
3843,23098
3844,20423
3845,152751
3846,408879
3847,372357
3848,6677
3849,25993
3850,35245
3851,15931
3852,14737
3853,24475
3854,4862
3855,13064
3856,51072
3857,24838
3858,44964
3859,2967
3860,146522
3861,19834
3862,26602
3863,3472
3864,16444
3865,314965
3866,27137
3867,24830
3868,21882
3869,44294
3870,48745
3871,19797
3872,7018
3873,10406
3874,19754
3875,338416
3876,3557
3877,125856
3878,204354
3879,47715
3880,23520
3881,6478
3882,23378
3883,27940
3884,607
3885,28540
3886,1030
3887,16602
3888,16379
3889,52712
3890,25233
3891,51411
3892,374621
3893,26721
3894,22077
3895,119545
3896,45494
3897,1725
3898,319811
3899,24819
3900,21986
3901,24645
3902,308941
3903,6003670
3904,9905
3905,436
3906,342432
3907,17210
3908,5231
3909,19776
3910,145300
3911,20782
3912,333649
3913,14297
3914,50957
3915,26230
3916,5581
3917,24562
3918,102160
3919,125898
3920,36682
3921,114231
3922,7222
3923,7343
3924,54951
3925,54255
3926,400943
3927,52278
3928,35736
3929,4346
3930,3205
3931,28203
3932,9406
3933,27327
3934,9287
3935,14926
3936,7055
3937,22339
3938,13817
3939,404781
3940,130633
3941,35114
3942,325756
3943,18672
3944,17626
3945,13279
3946,3994
3947,107474
3948,122424
3949,7545
3950,7012
3951,20198
3952,403452
3953,45812
3954,13527
3955,362303
3956,9007243
3957,309301
3958,54036
3959,9008099
3960,1989
3961,54746
3962,52026
3963,55017
3964,400213
3965,120287
3966,359316
3967,344179
3968,10648
3969,401113
3970,23237
3971,10448
3972,160192
3973,28603
3974,50068
3975,351251
3976,23619
3977,7543
3978,1425
3979,310418
3980,16152
3981,15826
3982,37443
3983,6097
3984,2529
3985,11818
3986,132456
3987,48629
3988,22499
3989,113563
3990,16387
3991,23119
3992,10691
3993,5860
3994,29196
3995,21553
3996,343783
3997,9011369
3998,308345
3999,16669
4000,15796
4001,26650
4002,42983
4003,100321
4004,9284
4005,13032114
4006,26274
4007,307067
4008,9012273
4009,15751
4010,14047
4011,898
4012,20372
4013,45443
4014,9962
4015,42350
4016,408919
4017,47011
4018,2004
4019,107664
4020,129668
4021,3221
4022,312087
4023,402762
4024,400399
4025,400228
4026,113506
4027,25689
4028,13034435
4029,410146
4030,6614
4031,7402
4032,45335
4033,3599
4034,340411
4035,405973
4036,1439
4037,25370
4038,2844
4039,53465
4040,8406
4041,7187
4042,7350
4043,29903
4044,7718
4045,400184
4046,108787
4047,16209
4048,114827
4049,26388
4050,13330
4051,923
4052,13
4053,41696
4054,9388
4055,47719
4056,23333
4057,84
4058,954
4059,20129
4060,326293
4061,4169
4062,374317
4063,4079
4064,30733
4065,15862
4066,18685
4067,9011877
4068,35122
4069,13883
4070,23440
4071,18415
4072,16354
4073,14034
4074,46477
4075,104646
4076,36105
4077,338143
4078,357496
4079,19258
4080,5001
4081,349037
4082,13033900
4083,409997
4084,361621
4085,22395
4086,45813
4087,314667
4088,410734
4089,27065
4090,8176
4091,1824
4092,14992
4093,14406
4094,8685
4095,14792
4096,126458
4097,836
4098,12762
4099,12020
4100,21622
4101,15302
4102,25478
4103,19808
4104,1471
4105,26915
4106,404195
4107,9010590
4108,28062
4109,28930
4110,42949
4111,326384
4112,51656
4113,109538
4114,25708
4115,21989
4116,143156
4117,148098
4118,42709
4119,49191
4120,21157
4121,4233
4122,405986
4123,19060
4124,53159
4125,21143
4126,138792
4127,37571
4128,202762
4129,30685
4130,8275
4131,408702
4132,339342
4133,9006648
4134,15934
4135,11214
4136,17869
4137,331616
4138,49253
4139,26671
4140,6011173
4141,16825
4142,4140
4143,316524
4144,139972
4145,12460
4146,42310
4147,370518
4148,409382
4149,326750
4150,141432
4151,324570
4152,325707
4153,5465
4154,27067
4155,331100
4156,403979
4157,15441
4158,18412
4159,25692
4160,406420
4161,19794
4162,402257
4163,29524
4164,319276
4165,135285
4166,29551
4167,52056
4168,40623
4169,19296
4170,403988
4171,102111
4172,20980
4173,5444
4174,45745
4175,36535
4176,343370
4177,320667
4178,30849
4179,348872
4180,400532
4181,342675
4182,20275
4183,407233
4184,10160
4185,30878
4186,40817
4187,3669
4188,46933
4189,306889
4190,28947
4191,5026
4192,117390
4193,313249
4194,327406
4195,15467
4196,9011665
4197,54346
4198,3411
4199,5992
4200,27525
4201,14169
4202,28429
4203,1156
4204,3632
4205,11920
4206,4887
4207,400615
4208,30390
4209,117895
4210,19916
4211,13553
4212,12193
4213,30296
4214,324960
4215,22900
4216,12468
4217,15813
4218,3363
4219,100826
4220,2207
4221,46033
4222,35649
4223,21214
4224,9012334
4225,12868
4226,200840
4227,401739
4228,361165
4229,138834
4230,15759
4231,25443
4232,344246
4233,346486
4234,15829
4235,348689
4236,51731
4237,324363
4238,1963
4239,5271
4240,49336
4241,144105
4242,27026
4243,10375
4244,29479
4245,38591
4246,28259
4247,14598
4248,8421
4249,344740
4250,24518
4251,408805
4252,22147
4253,12396
4254,10005
4255,24517
4256,10946
4257,7323
4258,35321
4259,355013
4260,42896
4261,8164
4262,13102
4263,25088
4264,3173
4265,330727
4266,330946
4267,14529
4268,374238
4269,341040
4270,11984
4271,18596
4272,48736
4273,53831
4274,17193
4275,9410
4276,300395
4277,7442
4278,10504
4279,150813
4280,139147
4281,318776
4282,21142
4283,27653
4284,29302
4285,406697
4286,332554
4287,18468
4288,7906
4289,24636
4290,13852
4291,6007534
4292,364956
4293,46134
4294,403794
4295,1874
4296,136572
4297,21146
4298,15023
4299,27526
4300,25795
4301,29893
4302,29617
4303,45826
4304,21865
4305,328381
4306,23469
4307,22978
4308,9072962
4309,20757
4310,15769
4311,324910
4312,410107
4313,9011426
4314,18331
4315,23688
4316,7388
4317,6567
4318,21129
4319,23518
4320,30007
4321,410623
4322,10088
4323,12278
4324,332104
4325,41874
4326,6005185
4327,9012150
4328,208033
4329,27993
4330,347480
4331,404438
4332,27272
4333,410778
4334,3925
4335,365493
4336,349347
4337,319987
4338,3087
4339,11899
4340,16771
4341,9282
4342,21126
4343,136036
4344,38498
4345,1809
4346,8018
4347,111138
4348,18844
4349,41985
4350,54203
4351,41863
4352,48774
4353,36387
4354,2170
4355,19955
4356,38088
4357,2171
4358,341671
4359,36203
4360,54772
4361,367568
4362,19331
4363,129
4364,123182
4365,1321
4366,17889
4367,8385
4368,14588
4369,27311
4370,18266
4371,25120
4372,3777
4373,6004869
4374,302604
4375,333881
4376,17467
4377,9007361
4378,338428
4379,314989
4380,9630
4381,43772
4382,325689
4383,124677
4384,355189
4385,10042
4386,348410
4387,400936
4388,18757
4389,4506
4390,10608
4391,8174
4392,13451
4393,23741
4394,14783
4395,9012786
4396,18817
4397,351007
4398,355645
4399,149153
4400,9000805
4401,11942
4402,23329
4403,407085
4404,351640
4405,408854
4406,9263
4407,8829
4408,13528
4409,110403
4410,20983
4411,38649
4412,410632
4413,109470
4414,360562
4415,112110
4416,304820
4417,29245
4418,20083
4419,23537
4420,409741
4421,19297
4422,6008665
4423,36074
4424,30324
4425,105320
4426,363733
4427,2645
4428,26846
4429,16247
4430,404633
4431,13033951
4432,2043
4433,29231
4434,12363
4435,17812
4436,3479
4437,407086
4438,147678
4439,8602
4440,9005948
4441,37061
4442,8189
4443,9756
4444,4173
4445,2706
4446,20835
4447,7420
4448,16777
4449,21246
4450,54190
4451,24784
4452,100214
4453,307456
4454,24407
4455,403448
4456,9011279
4457,312208
4458,4706
4459,374410
4460,27282
4461,46863
4462,400124
4463,354525
4464,8917
4465,9073234
4466,410583
4467,9010788
4468,145847
4469,4080
4470,39541
4471,7165
4472,1533
4473,12207
4474,12481
4475,37565
4476,16201
4477,27102
4478,9011478
4479,7019
4480,144972
4481,19266
4482,20437
4483,13370
4484,5541
4485,304790
4486,13365
4487,402558
4488,40415
4489,28160
4490,360665
4491,37088
4492,13013594
4493,19954
4494,9012222
4495,6355
4496,27109
4497,6298
4498,349992
4499,364919
4500,211144
4501,9205
4502,13608
4503,9011953
4504,51378
4505,36600
4506,37224
4507,3628
4508,3182
4509,20725
4510,359948
4511,361323
4512,7582
4513,356571
4514,318296
4515,2793
4516,18313
4517,13107
4518,406170
4519,18252
4520,41155
4521,107920
4522,19167
4523,49964
4524,1137
4525,14170
4526,5772
4527,26685
4528,26563
4529,22578
4530,48556
4531,11678
4532,25720
4533,401112
4534,341725
4535,50926
4536,346140
4537,18180
4538,6811
4539,9072935
4540,6005441
4541,23637
4542,53387
4543,24368
4544,1632
4545,19103
4546,143461
4547,21512
4548,51032
4549,47545
4550,16076
4551,53725
4552,21762
4553,304870
4554,150730
4555,1939
4556,11626
4557,2468
4558,38356
4559,46930
4560,4785
4561,18451
4562,24541
4563,409230
4564,53921
4565,30415
4566,35364
4567,317759
4568,15140
4569,16770
4570,29331
4571,355001
4572,30537
4573,42252
4574,40269
4575,139733
4576,133629
4577,331460
4578,8444
4579,21866
4580,15238
4581,37295
4582,114751
4583,137711
4584,5615
4585,29749
4586,15166
4587,106674
4588,407598
4589,20710
4590,349694
4591,14589
4592,37940
4593,410882
4594,12
4595,353880
4596,404380
4597,311745
4598,15491
4599,36700
4600,44439
4601,29168
4602,43392
4603,897
4604,36468
4605,13351
4606,5199
4607,48532
4608,404074
4609,35633
4610,407304
4611,28236
4612,42811
4613,404489
4614,20470
4615,350088
4616,22127
4617,42333
4618,37532
4619,27897
4620,21776
4621,28566
4622,20814
4623,20335
4624,21829
4625,45246
4626,22823
4627,26271
4628,28859
4629,104240
4630,26959
4631,401504
4632,13683
4633,41800
4634,5962
4635,346735
4636,5094
4637,13179
4638,22996
4639,36149
4640,7259
4641,11044
4642,23696
4643,16370
4644,124925
4645,360628
4646,323980
4647,8461
4648,42029
4649,309799
4650,100420
4651,4868
4652,9012215
4653,400590
4654,20929
4655,37484
4656,305289
4657,48721
4658,407359
4659,24141
4660,27336
4661,407246
4662,3235
4663,17680
4664,5931
4665,11705
4666,2067
4667,135293
4668,408999
4669,14986
4670,343497
4671,9075349
4672,51896
4673,7150
4674,401352
4675,441
4676,114314
4677,12182
4678,30126
4679,21564
4680,38516
4681,29146
4682,2677
4683,27331
4684,27058
4685,301752
4686,21418
4687,406079
4688,403619
4689,17205
4690,9012551
4691,1519
4692,5673
4693,6569
4694,150870
4695,141192
4696,400231
4697,13015180
4698,12836
4699,327674
4700,36997
4701,408573
4702,27776
4703,29405
4704,25893
4705,15899
4706,105767
4707,35421
4708,6007402
4709,28536
4710,24871
4711,400319
4712,11723
4713,8111
4714,17031
4715,111245
4716,21194
4717,104430
4718,333418
4719,403695
4720,50025
4721,12399
4722,315120
4723,29142
4724,8525
4725,8115
4726,403571
4727,6612
4728,142943
4729,332025
4730,53499
4731,40771
4732,29565
4733,22961
4734,5025
4735,23498
4736,149674
4737,347703
4738,36437
4739,18738
4740,14596
4741,119594
4742,6287
4743,54935
4744,6172
4745,103275
4746,23747
4747,17332
4748,38737
4749,7920
4750,11649
4751,13387
4752,39797
4753,19669
4754,26991
4755,40598
4756,9072934
4757,18662
4758,324041
4759,19786
4760,354793
4761,327972
4762,5168
4763,15157
4764,409867
4765,12854
4766,35070
4767,146746
4768,14744
4769,352346
4770,11840
4771,5708
4772,14368
4773,333261
4774,404177
4775,20362
4776,346541
4777,7570
4778,135210
4779,12807
4780,10591
4781,123711
4782,309982
4783,23414
4784,7319
4785,345925
4786,3381
4787,13028389
4788,29693
4789,23030
4790,27201
4791,20472
4792,341397
4793,7877
4794,54576
4795,324636
4796,131482
4797,409319
4798,138263
4799,3845
4800,44316
4801,325902
4802,13343
4803,17466
4804,28558
